Category ID;Active (0/1);Name *;Parent category;Root category (0/1);Description;Meta title;Meta description;URL rewritten;Image URL
319;1;Pastillas de disco;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=200&field=image_512
320;1;ALLIGATOR;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=448&field=image_512
321;1;AVID;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=398&field=image_512
322;1;CANNONDALE;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=403&field=image_512
323;1;DIATECH;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=407&field=image_512
324;1;FORMULA;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=399&field=image_512
325;1;FSA;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=413&field=image_512
326;1;GIANT;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=404&field=image_512
327;1;HAYES;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=401&field=image_512
328;1;HOPE;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=402&field=image_512
329;1;JOYTECH;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=412&field=image_512
330;1;MANGURA;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=406&field=image_512
331;1;PROMAX;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=408&field=image_512
332;1;QUAD;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=442&field=image_512
333;1;RST;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=410&field=image_512
334;1;SHIMANO;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=397&field=image_512
335;1;SRAM;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=411&field=image_512
336;1;SUNTOUR;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=405&field=image_512
337;1;TEKTRO;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=400&field=image_512
338;1;TRP;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=409&field=image_512
339;1;VARIAS;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=496&field=image_512
340;1;ZOOM;319;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=441&field=image_512
